ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type
899;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;34;individuals
900;ICRC;WASH;Water;Water;1035;103502;East Poblacion;Finished;;
901;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
902;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;23;individuals
903;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;1;individuals
904;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;1;individuals
905;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;5;individuals
906;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
907;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;47;individuals
908;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;1;individuals
909;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;1;individuals
910;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;25;individuals
911;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;92;individuals
912;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
913;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;23;individuals
914;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;2;individuals
915;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;2;individuals
916;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
917;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
918;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;71;individuals
919;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
920;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
921;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;50;individuals
922;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;2;individuals
923;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;2;individuals
924;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;81;individuals
925;ICRC;Health;PSS;Psychosocial Support;1035;103502;East Poblacion;Finished;32;individuals
926;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
927;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
928;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;47;individuals
929;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;4;individuals
930;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;4;individuals
931;ICRC;Relief;Hot Meals;Hot Meals;1035;103502;Landa Madrasah;Finished;58;individuals
932;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;58;individuals
933;ICRC;Health;RFL;I am Alive Call;1035;103502;Landa Madrasah;Finished;39;individuals
934;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
935;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
936;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;47;individuals
937;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;90;individuals
938;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;8;individuals
939;ICRC;Health;RFL;I am Alive Call;1035;103502;Landa Madrasah;Finished;17;individuals
940;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
941;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
942;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;41;individuals
943;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;3;individuals
944;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;3;individuals
945;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;84;individuals
946;ICRC;Health;RFL;Tracing;1035;103502;Landa Madrasah;Finished;1;individuals
947;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
948;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;30;individuals
949;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;1;individuals
950;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
951;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
952;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
953;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;38;individuals
954;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;150;individuals
955;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;27;individuals
956;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;54;individuals
957;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;31;individuals
958;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
959;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;16;individuals
960;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
961;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
962;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
963;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;46;individuals
964;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;2;individuals
965;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;2;individuals
966;ICRC;Health;PSS;Psychosocial Support;1035;103502;East Poblacion;Finished;25;individuals
967;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;38;individuals
968;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;34;individuals
969;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;42;individuals
970;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;76;individuals
971;ICRC;Health;PSS;Psychosocial Support (Film Showing);1035;103502;West Poblacion;Finished;23;individuals
972;ICRC;Health;Referral;Welfare Referral;1035;103502;Landa Madrasah;Finished;3;individuals
973;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
974;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;36;individuals
975;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;1;individuals
976;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;1;individuals
977;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;52;individuals
978;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;20;individuals
979;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;81;individuals
980;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;55;individuals
981;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;54;individuals
982;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
983;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;46;individuals
984;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;2;individuals
985;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;2;individuals
986;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
987;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;29;individuals
988;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;3;individuals
989;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;3;individuals
990;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
991;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
992;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;53;individuals
993;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;2;individuals
994;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;2;individuals
995;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;86;individuals
996;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;44;individuals
997;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
998;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;70;individuals
999;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;45;individuals
1000;ICRC;WASH;Hygiene Promotion;Hygiene Promotion;1035;103502;West Poblacion;Finished;187;individuals
1001;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;56;individuals
1002;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1003;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1004;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1005;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1006;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;29;individuals
1007;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;2;individuals
1008;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;2;individuals
1009;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1010;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1011;ICRC;WASH;Water;Water;1035;103502;East Poblacion;Finished;;
1012;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;24;individuals
1013;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;14;individuals
1014;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;11;individuals
1015;ICRC;Health;PSS;Psychosocial Support (Film Showing);1035;103502;West Poblacion;Finished;60;individuals
1016;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;4;individuals
1017;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;7;individuals
1018;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1019;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;10;individuals
1020;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;2;individuals
1021;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;1;individual
1022;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;6;individuals
1023;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;11;individuals
1024;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1025;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;35;individuals
1026;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;75;individuals
1027;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;16;individuals
1028;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;37;individuals
1029;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;27;individuals
1030;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1031;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1032;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1033;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1034;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1035;ICRC;WASH;Water;Water;1035;103502;East Poblacion;Finished;;
1036;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;58;individuals
1037;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;1;individuals
1038;ICRC;Health;Referral;health referral;1035;103502;East Poblacion;Finished;1;individuals
1039;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1040;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;122;individuals
1041;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;12;individuals
1042;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;17;individuals
1043;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;1;individual
1044;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;1;individual
1045;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;23;individual
1046;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;67;individual
1047;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;42;individual
1048;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;71;individual
1049;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;24;individual
1050;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;69;individual
1051;ICRC;Health;PSS;Psychosocial Support (Film Showing);1035;103502;West Poblacion;Finished;32;individual
1052;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1053;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1054;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;91;individuals
1055;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1056;ICRC;WASH;Water;Water;1035;103502;East Poblacion;Finished;;
1057;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;87;individuals
1058;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;47;individuals
1059;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;33;individuals
1060;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;47;individuals
1061;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1062;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;111;Individuals
1063;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1064;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1065;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1066;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;33;individuals
1067;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;77;individuals
1068;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;38;individual
1069;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;23;individuals
1070;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;36;individuals
1071;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1072;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1073;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;49;individuals
1074;ICRC;Health;Transport;Ambulance Transport;1035;103502;East Poblacion;Finished;2;individuals
1075;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;2;individuals
1076;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1077;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;154;individuals
1078;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;34;Individuals
1079;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;65;individuals
1080;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;30;individuals
1081;ICRC;Health;PSS;Psychosocial Support;1035;103502;Pacalundo;Finished;64;individuals
1082;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;50;individuals
1083;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1084;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;4;individuals
1085;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;68;individuals
1086;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;10;Individuals
1087;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;10;individuals
1088;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1089;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1090;ICRC;WASH;Water;Water;1035;103502;East Poblacion;Finished;;
1091;ICRC;Health;PSS;Psychosocial Support;1035;103502;East Poblacion;Finished;17;individuals
1092;ICRC;Health;Referral;Health Referral;1035;103502;East Poblacion;Finished;2;individuals
1093;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1094;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1095;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1096;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1097;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;74;individuals
1098;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;37;Individuals
1099;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;32;individuals
1100;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;20;individuals
1101;ICRC;Health;PSS;Psychosocial Support (Film Showing);1035;103502;West Poblacion;Finished;20;individuals
1102;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1103;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;15;individuals
1104;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;4;individuals
1105;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1106;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1107;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;3;individuals
1108;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;9;individuals
1109;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;5;Individuals
1110;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;3;individual
1111;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;5;individuals
1112;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;13;individuals
1113;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;20;individuals
1114;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1115;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1116;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;7;individuals
1117;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;5;individuals
1118;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1119;ICRC;WASH;Water;Water;1035;103502;East Poblacion;Finished;;
1120;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1121;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1122;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;66;individuals
1123;ICRC;Health;Referral;Welfare Referral;1035;103502;West Poblacion;Finished;1;individuals
1124;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;46;individual
1125;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;51;individuals
1126;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;45;individuals
1127;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1128;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;39;individuals
1129;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;121;individuals
1130;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1131;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1132;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1133;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1134;ICRC;WASH;Hygiene Promotion;Hygiene Promotion;1035;103502;West Poblacion;Finished;48;individuals
1135;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;36;individuals
1136;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;83;Individuals
1137;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;3;individuals
1138;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;25;individuals
1139;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;12;individuals
1140;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;34;individuals
1141;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;46;individuals
1142;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;62;individuals
1143;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1144;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1145;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;33;individuals
1146;ICRC;Health;transport;Ambulance Transport;1035;103502;East Poblacion;Finished;1;individuals
1147;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;11;individuals
1148;ICRC;Health;PSS;Psychosocial Support;1035;103502;East Poblacion;Finished;7;individuals
1149;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;46;individuals
1150;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;33;individuals
1151;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1152;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1153;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1154;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;51;inidividuals
1155;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;50;inidividuals
1156;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1157;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1158;ICRC;WASH;Hygiene Promotion;Hygiene Promotion;1035;103502;West Poblacion;Finished;58;inidividuals
1159;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;6;inidividuals
1160;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;122;inidividuals
1161;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;4;inidividuals
1162;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;7;inidividuals
1163;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1164;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;28;individuals
1165;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;42;individuals
1166;ICRC;Health;PSS;Psychosocial Support;1035;103502;East Poblacion;Finished;6;individuals
1167;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;8;individuals
1168;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;10;individuals
1169;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1170;ICRC;WASH;Water;Water;1035;103502;East Poblacion;Finished;;
1171;German Red Cross;WASH;Non-Food Items;Hygiene Kit;1035;103502;West Poblacion;Finished;156;families
1172;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;215;individuals
1173;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1174;ICRC;Health;Health;health Care (BHCU);1035;103502;East Poblacion;Finished;63;individuals
1175;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;30;individuals
1176;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;26;individuals
1177;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;15;individuals
1178;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1179;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1180;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1181;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1182;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;17;individuals
1183;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1184;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;58;inidividuals
1185;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;20;individuals
1186;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;11;individuals
1187;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;18;individuals
1188;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;14;individuals
1189;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;35;inidividuals
1190;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1191;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;56;individuals
1192;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1193;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1194;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1195;Qatar Red Crescent;WASH;Non-Food Items;Hygiene Kit;1035;103502;Pacalundo;Finished;61;families
1196;Qatar Red Crescent;WASH;Non-Food Items;Hygiene Kit;1035;103502;West Poblacion;Finished;54;families
1197;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1198;ICRC;WASH;Water;Water;1035;103502;East Poblacion;Finished;;
1199;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1200;Qatar Red Crescent;WASH;Non-Food Items;Hygiene Kit;1035;103502;Landa Madrasah;Finished;135;families
1201;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;168;inidividuals
1202;ICRC;Health;PSS;Psychosocial Support (Film Showing);1035;103502;Landa Madrasah;Finished;109;individuals
1203;ICRC;WASH;Hygiene Promotion;Hygiene Promotion;1035;103502;Landa Madrasah;Finished;59;individuals
1204;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1205;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;42;individuals
1206;ICRC;Health;PSS;Psychosocial Support;1035;103502;Landa Madrasah;Finished;25;inidividuals
1207;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;61;inidividuals
1208;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1209;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1210;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;21;individuals
1211;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;52;inidividuals
1212;ICRC;WASH;Water;Water;1035;103502;West Poblacion;Finished;;
1213;ICRC;WASH;Water;Water;1035;103502;Landa Madrasah;Finished;;
1214;ICRC;Health;Health;Health Care (BHCU);1035;103502;East Poblacion;Finished;49;individuals
1215;ICRC;Health;PSS;Psychosocial Support;1035;103502;West Poblacion;Finished;21;individuals
